Date,equity,cash,is_month_start,rebalanced,rebalance_reason,qqq_close,qqq_shares,qqq_weight,qqq_signal_today,qqq_pending_intent,qqq_pending_reason,qqq_pending_delta,qqq_executed_intent,qqq_exec_side,qqq_exec_shares,qqq_exec_price,spy_close,spy_shares,spy_weight,spy_signal_today,spy_pending_intent,spy_pending_reason,spy_pending_delta,spy_executed_intent,spy_exec_side,spy_exec_shares,spy_exec_price,gld_close,gld_shares,gld_weight,gld_signal_today,gld_pending_intent,gld_pending_reason,gld_pending_delta,gld_executed_intent,gld_exec_side,gld_exec_shares,gld_exec_price
2004-12-03,10000000,10000000,False,False,,33.865345,0,0.0,hold,,,0.0,,,0,0.0,80.294106,0,0.0,hold,,,0.0,,,0,0.0,45.599998,0,0.0,hold,,,0.0,,,0,0.0
2004-12-06,10000000,10000000,False,False,,33.98349,0,0.0,hold,,,0.0,,,0,0.0,80.26712,0,0.0,hold,,,0.0,,,0,0.0,45.169998,0,0.0,hold,,,0.0,,,0,0.0
2004-12-07,10000000,10000000,False,False,,33.401207,0,0.0,hold,,,0.0,,,0,0.0,79.519768,0,0.0,hold,,,0.0,,,0,0.0,45.110001,0,0.0,hold,,,0.0,,,0,0.0
2004-12-08,10000000,10000000,False,False,,33.595295,0,0.0,hold,,,0.0,,,0,0.0,79.984398,0,0.0,hold,,,0.0,,,0,0.0,44.009998,0,0.0,hold,,,0.0,,,0,0.0
2004-12-09,10000000,10000000,False,False,,33.79781,0,0.0,hold,,,0.0,,,0,0.0,80.26712,0,0.0,hold,,,0.0,,,0,0.0,43.779999,0,0.0,hold,,,0.0,,,0,0.0
2004-12-10,10000000,10000000,False,False,,33.69656,0,0.0,hold,,,0.0,,,0,0.0,80.347961,0,0.0,hold,,,0.0,,,0,0.0,43.439999,0,0.0,hold,,,0.0,,,0,0.0
2004-12-13,10000000,10000000,False,False,,33.991932,0,0.0,hold,,,0.0,,,0,0.0,81.048225,0,0.0,hold,,,0.0,,,0,0.0,43.91,0,0.0,hold,,,0.0,,,0,0.0
2004-12-14,10000000,10000000,False,False,,34.160717,0,0.0,hold,,,0.0,,,0,0.0,81.331032,0,0.0,hold,,,0.0,,,0,0.0,43.549999,0,0.0,hold,,,0.0,,,0,0.0
2004-12-15,10000000,10000000,False,False,,34.034115,0,0.0,hold,,,0.0,,,0,0.0,81.391594,0,0.0,hold,,,0.0,,,0,0.0,43.990002,0,0.0,hold,,,0.0,,,0,0.0
2004-12-16,10000000,10000000,False,False,,33.713432,0,0.0,hold,,,0.0,,,0,0.0,81.344467,0,0.0,hold,,,0.0,,,0,0.0,43.68,0,0.0,hold,,,0.0,,,0,0.0
2004-12-17,10000000,10000000,False,False,,33.627396,0,0.0,hold,,,0.0,,,0,0.0,80.801926,0,0.0,hold,,,0.0,,,0,0.0,44.189999,0,0.0,hold,,,0.0,,,0,0.0
2004-12-20,10000000,10000000,False,False,,33.39735,0,0.0,hold,,,0.0,,,0,0.0,80.822235,0,0.0,hold,,,0.0,,,0,0.0,44.34,0,0.0,hold,,,0.0,,,0,0.0
2004-12-21,10000000,10000000,False,False,,33.806313,0,0.0,hold,,,0.0,,,0,0.0,81.444603,0,0.0,hold,,,0.0,,,0,0.0,44.220001,0,0.0,hold,,,0.0,,,0,0.0
2004-12-22,10000000,10000000,False,False,,33.848892,0,0.0,hold,,,0.0,,,0,0.0,81.640808,0,0.0,hold,,,0.0,,,0,0.0,44.02,0,0.0,hold,,,0.0,,,0,0.0
2004-12-23,10000000,10000000,False,False,,33.874454,0,0.0,hold,,,0.0,,,0,0.0,81.701645,0,0.0,hold,,,0.0,,,0,0.0,44.27,0,0.0,hold,,,0.0,,,0,0.0
2004-12-27,10000000,10000000,False,False,,33.729641,0,0.0,hold,,,0.0,,,0,0.0,81.532562,0,0.0,hold,,,0.0,,,0,0.0,44.48,0,0.0,hold,,,0.0,,,0,0.0
2004-12-28,10000000,10000000,False,False,,34.053371,0,0.0,hold,,,0.0,,,0,0.0,81.979034,0,0.0,hold,,,0.0,,,0,0.0,44.369999,0,0.0,hold,,,0.0,,,0,0.0
2004-12-29,10000000,10000000,False,False,,34.095985,0,0.0,hold,,,0.0,,,0,0.0,82.100807,0,0.0,hold,,,0.0,,,0,0.0,43.66,0,0.0,hold,,,0.0,,,0,0.0
2004-12-30,10000000,10000000,False,False,,34.0704,0,0.0,hold,,,0.0,,,0,0.0,81.945221,0,0.0,hold,,,0.0,,,0,0.0,43.830002,0,0.0,hold,,,0.0,,,0,0.0
2004-12-31,10000000,10000000,False,False,,34.010788,0,0.0,hold,,,0.0,,,0,0.0,81.769348,0,0.0,hold,,,0.0,,,0,0.0,43.799999,0,0.0,hold,,,0.0,,,0,0.0
2005-01-03,10000000,10000000,True,False,,33.652943,0,0.0,hold,,,0.0,,,0,0.0,81.38372,0,0.0,hold,,,0.0,,,0,0.0,43.02,0,0.0,hold,,,0.0,,,0,0.0
2005-01-04,10000000,10000000,False,False,,33.03952,0,0.0,hold,,,0.0,,,0,0.0,80.389275,0,0.0,hold,,,0.0,,,0,0.0,42.740002,0,0.0,hold,,,0.0,,,0,0.0
2005-01-05,10000000,10000000,False,False,,32.835052,0,0.0,hold,,,0.0,,,0,0.0,79.834511,0,0.0,hold,,,0.0,,,0,0.0,42.669998,0,0.0,hold,,,0.0,,,0,0.0
2005-01-06,10000000,10000000,False,False,,32.673172,0,0.0,hold,,,0.0,,,0,0.0,80.240425,0,0.0,hold,,,0.0,,,0,0.0,42.150002,0,0.0,hold,,,0.0,,,0,0.0
2005-01-07,10000000,10000000,False,False,,32.843559,0,0.0,hold,,,0.0,,,0,0.0,80.125412,0,0.0,hold,,,0.0,,,0,0.0,41.84,0,0.0,hold,,,0.0,,,0,0.0
2005-01-10,10000000,10000000,False,False,,32.82653,0,0.0,hold,,,0.0,,,0,0.0,80.504288,0,0.0,hold,,,0.0,,,0,0.0,41.950001,0,0.0,hold,,,0.0,,,0,0.0
2005-01-11,10000000,10000000,False,False,,32.596504,0,0.0,hold,,,0.0,,,0,0.0,79.949532,0,0.0,hold,,,0.0,,,0,0.0,42.209999,0,0.0,hold,,,0.0,,,0,0.0
2005-01-12,10000000,10000000,False,False,,32.869148,0,0.0,hold,,,0.0,,,0,0.0,80.213364,0,0.0,hold,,,0.0,,,0,0.0,42.599998,0,0.0,hold,,,0.0,,,0,0.0
2005-01-13,10000000,10000000,False,False,,32.434628,0,0.0,hold,,,0.0,,,0,0.0,79.570694,0,0.0,hold,,,0.0,,,0,0.0,42.599998,0,0.0,hold,,,0.0,,,0,0.0
2005-01-14,10000000,10000000,False,False,,32.741329,0,0.0,hold,,,0.0,,,0,0.0,79.990105,0,0.0,hold,,,0.0,,,0,0.0,42.32,0,0.0,hold,,,0.0,,,0,0.0
2005-01-18,10000000,10000000,False,False,,32.988411,0,0.0,hold,,,0.0,,,0,0.0,80.822235,0,0.0,hold,,,0.0,,,0,0.0,42.32,0,0.0,hold,,,0.0,,,0,0.0
2005-01-19,10000000,10000000,False,False,,32.443146,0,0.0,hold,,,0.0,,,0,0.0,79.976616,0,0.0,hold,,,0.0,,,0,0.0,42.259998,0,0.0,hold,,,0.0,,,0,0.0
2005-01-20,10000000,10000000,False,False,,31.821198,0,0.0,hold,,,0.0,,,0,0.0,79.489502,0,0.0,hold,,,0.0,,,0,0.0,42.25,0,0.0,hold,,,0.0,,,0,0.0
2005-01-21,10000000,10000000,False,False,,31.565615,0,0.0,hold,,,0.0,,,0,0.0,79.002426,0,0.0,hold,,,0.0,,,0,0.0,42.740002,0,0.0,hold,,,0.0,,,0,0.0
2005-01-24,10000000,10000000,False,False,,31.122599,0,0.0,hold,,,0.0,,,0,0.0,78.846825,0,0.0,hold,,,0.0,,,0,0.0,42.77,0,0.0,hold,,,0.0,,,0,0.0
2005-01-25,10000000,10000000,False,False,,31.275944,0,0.0,hold,,,0.0,,,0,0.0,79.070053,0,0.0,hold,,,0.0,,,0,0.0,42.240002,0,0.0,hold,,,0.0,,,0,0.0
2005-01-26,10000000,10000000,False,False,,31.650814,0,0.0,hold,,,0.0,,,0,0.0,79.306847,0,0.0,hold,,,0.0,,,0,0.0,42.689999,0,0.0,hold,,,0.0,,,0,0.0
2005-01-27,10000000,10000000,False,False,,31.608217,0,0.0,hold,,,0.0,,,0,0.0,79.442154,0,0.0,hold,,,0.0,,,0,0.0,42.619999,0,0.0,hold,,,0.0,,,0,0.0
2005-01-28,10000000,10000000,False,False,,31.454836,0,0.0,hold,,,0.0,,,0,0.0,79.442154,0,0.0,buy,ENTER_TO_TARGET,signal_buy+rebalance,3000000.0,,,0,0.0,42.689999,0,0.0,hold,,,0.0,,,0,0.0
2005-01-31,9996352,7000031,False,False,,31.863808,0,0.0,hold,,,0.0,,,0,0.0,79.936005,37484,0.2997,hold,,,0.0,ENTER_TO_TARGET,buy,37484,79.793934,42.220001,0,0.0,hold,,,0.0,,,0,0.0
2005-02-01,10015371,7000031,True,False,,31.96603,0,0.0,hold,,,0.0,,,0,0.0,80.44339,37484,0.3011,hold,,,0.0,,,0,0.0,42.099998,0,0.0,hold,,,0.0,,,0,0.0
2005-02-02,10024499,7000031,False,False,,32.017162,0,0.0,hold,,,0.0,,,0,0.0,80.686897,37484,0.3017,hold,,,0.0,,,0,0.0,42.16,0,0.0,hold,,,0.0,,,0,0.0
2005-02-03,10016639,7000031,False,False,,31.650814,0,0.0,hold,,,0.0,,,0,0.0,80.477203,37484,0.3012,hold,,,0.0,,,0,0.0,41.68,0,0.0,hold,,,0.0,,,0,0.0
2005-02-04,10048845,7000031,False,False,,32.161987,0,0.0,hold,,,0.0,,,0,0.0,81.336395,37484,0.3034,hold,,,0.0,,,0,0.0,41.470001,0,0.0,hold,,,0.0,,,0,0.0
2005-02-07,10044787,7000031,False,False,,32.093838,0,0.0,hold,,,0.0,,,0,0.0,81.228142,37484,0.3031,hold,,,0.0,,,0,0.0,41.27,0,0.0,hold,,,0.0,,,0,0.0
2005-02-08,10048337,7000031,False,False,,32.153481,0,0.0,hold,,,0.0,,,0,0.0,81.322853,37484,0.3034,hold,,,0.0,,,0,0.0,41.259998,0,0.0,hold,,,0.0,,,0,0.0
2005-02-09,10025514,7000031,False,False,,31.616741,0,0.0,hold,,,0.0,,,0,0.0,80.713974,37484,0.3018,hold,,,0.0,,,0,0.0,41.310001,0,0.0,hold,,,0.0,,,0,0.0
2005-02-10,10036418,7000031,False,False,,31.650814,0,0.0,hold,,,0.0,,,0,0.0,81.004883,37484,0.3025,hold,,,0.0,,,0,0.0,41.75,0,0.0,hold,,,0.0,,,0,0.0
2005-02-11,10062536,7000031,False,False,,32.119419,0,0.0,hold,,,0.0,,,0,0.0,81.701645,37484,0.3043,hold,,,0.0,,,0,0.0,42.080002,0,0.0,hold,,,0.0,,,0,0.0
2005-02-14,10060255,7000031,False,False,,32.264233,0,0.0,hold,,,0.0,,,0,0.0,81.640808,37484,0.3042,hold,,,0.0,,,0,0.0,42.549999,0,0.0,hold,,,0.0,,,0,0.0
2005-02-15,10071666,7000031,False,False,,32.477226,0,0.0,hold,,,0.0,,,0,0.0,81.945221,37484,0.305,hold,,,0.0,,,0,0.0,42.580002,0,0.0,hold,,,0.0,,,0,0.0
2005-02-16,10073695,7000031,False,False,,32.357948,0,0.0,hold,,,0.0,,,0,0.0,81.999344,37484,0.3051,hold,,,0.0,,,0,0.0,42.52,0,0.0,hold,,,0.0,,,0,0.0
2005-02-17,10048845,7000031,False,False,,31.923429,0,0.0,hold,,,0.0,,,0,0.0,81.336395,37484,0.3034,hold,,,0.0,,,0,0.0,42.73,0,0.0,hold,,,0.0,,,0,0.0
2005-02-18,10052901,7000031,False,False,,31.821198,0,0.0,hold,,,0.0,,,0,0.0,81.444603,37484,0.3037,hold,,,0.0,,,0,0.0,42.75,0,0.0,hold,,,0.0,,,0,0.0
2005-02-22,10007510,7000031,False,False,,31.429279,0,0.0,hold,,,0.0,,,0,0.0,80.233658,37484,0.3005,hold,,,0.0,,,0,0.0,43.57,0,0.0,hold,,,0.0,,,0,0.0
2005-02-23,10029064,7000031,False,False,,31.47188,0,0.0,hold,,,0.0,,,0,0.0,80.808685,37484,0.302,hold,,,0.0,,,0,0.0,43.419998,0,0.0,hold,,,0.0,,,0,0.0
2005-02-24,10049097,7000031,False,False,,31.872332,0,0.0,hold,,,0.0,,,0,0.0,81.34314,37484,0.3034,hold,,,0.0,,,0,0.0,43.330002,0,0.0,hold,,,0.0,,,0,0.0
2005-02-25,10079273,7000031,False,False,,32.051235,0,0.0,hold,,,0.0,,,0,0.0,82.148178,37484,0.3055,hold,,,0.0,,,0,0.0,43.5,0,0.0,hold,,,0.0,,,0,0.0
2005-02-28,10058987,7000031,False,False,,31.710472,0,0.0,hold,,,0.0,,,0,0.0,81.606979,37484,0.3041,hold,,,0.0,,,0,0.0,43.529999,0,0.0,hold,,,0.0,,,0,0.0
2005-03-01,10074202,7000031,True,False,,32.05975,0,0.0,hold,,,0.0,,,0,0.0,82.012871,37484,0.3052,hold,,,0.0,,,0,0.0,43.220001,0,0.0,hold,,,0.0,,,0,0.0
2005-03-02,10072679,7000031,False,False,,32.042725,0,0.0,hold,,,0.0,,,0,0.0,81.97226,37484,0.305,hold,,,0.0,,,0,0.0,43.25,0,0.0,hold,,,0.0,,,0,0.0
2005-03-03,10073948,7000031,False,False,,31.778606,0,0.0,hold,,,0.0,,,0,0.0,82.006104,37484,0.3051,hold,,,0.0,,,0,0.0,42.970001,0,0.0,hold,,,0.0,,,0,0.0
2005-03-04,10112238,7000031,False,False,,31.96603,0,0.0,hold,,,0.0,,,0,0.0,83.027611,37484,0.3078,hold,,,0.0,,,0,0.0,43.380001,0,0.0,hold,,,0.0,,,0,0.0
2005-03-07,10113761,7000031,False,False,,32.426113,0,0.0,hold,,,0.0,,,0,0.0,83.06823,37484,0.3079,hold,,,0.0,,,0,0.0,43.470001,0,0.0,hold,,,0.0,,,0,0.0
2005-03-08,10102096,7000031,False,False,,32.102352,0,0.0,hold,,,0.0,,,0,0.0,82.757027,37484,0.3071,hold,,,0.0,,,0,0.0,44.029999,0,0.0,hold,,,0.0,,,0,0.0
2005-03-09,10067608,7000031,False,False,,32.00864,0,0.0,hold,,,0.0,,,0,0.0,81.836975,37484,0.3047,hold,,,0.0,,,0,0.0,44.02,0,0.0,hold,,,0.0,,,0,0.0
2005-03-10,10074454,7000031,False,False,,31.96603,0,0.0,hold,,,0.0,,,0,0.0,82.019615,37484,0.3052,hold,,,0.0,,,0,0.0,44.200001,0,0.0,hold,,,0.0,,,0,0.0
2005-03-11,10052901,7000031,False,False,,31.667841,0,0.0,hold,,,0.0,,,0,0.0,81.444603,37484,0.3037,hold,,,0.0,,,0,0.0,44.43,0,0.0,hold,,,0.0,,,0,0.0
2005-03-14,10071921,7000031,False,False,,31.812687,0,0.0,hold,,,0.0,,,0,0.0,81.952019,37484,0.305,hold,,,0.0,,,0,0.0,44.029999,0,0.0,hold,,,0.0,,,0,0.0
2005-03-15,10046561,7000031,False,False,,31.557079,0,0.0,hold,,,0.0,,,0,0.0,81.275482,37484,0.3032,hold,,,0.0,,,0,0.0,44.060001,0,0.0,hold,,,0.0,,,0,0.0
2005-03-16,10020696,7000031,False,False,,31.199268,0,0.0,hold,,,0.0,,,0,0.0,80.585457,37484,0.3014,hold,,,0.0,,,0,0.0,44.310001,0,0.0,hold,,,0.0,,,0,0.0
2005-03-17,10026783,7000031,False,False,,31.275944,0,0.0,hold,,,0.0,,,0,0.0,80.747833,37484,0.3019,hold,,,0.0,,,0,0.0,43.82,0,0.0,hold,,,0.0,,,0,0.0
2005-03-18,10017795,7000031,False,False,,31.105545,0,0.0,hold,,,0.0,,,0,0.0,80.508041,37484,0.3012,hold,,,0.0,,,0,0.0,43.889999,0,0.0,hold,,,0.0,,,0,0.0
2005-03-21,10006594,7000031,False,False,,31.165188,0,0.0,hold,,,0.0,,,0,0.0,80.209244,37484,0.3005,hold,,,0.0,,,0,0.0,43.09,0,0.0,hold,,,0.0,,,0,0.0
2005-03-22,9976044,7000031,False,False,,30.781811,0,0.0,hold,,,0.0,,,0,0.0,79.394226,37484,0.2983,hold,,,0.0,,,0,0.0,42.650002,0,0.0,hold,,,0.0,,,0,0.0
2005-03-23,9978590,7000031,False,False,,30.892551,0,0.0,hold,,,0.0,,,0,0.0,79.462143,37484,0.2985,hold,,,0.0,,,0,0.0,42.419998,0,0.0,hold,,,0.0,,,0,0.0
2005-03-24,9982155,7000031,False,False,,30.901062,0,0.0,hold,,,0.0,,,0,0.0,79.557243,37484,0.2987,hold,,,0.0,,,0,0.0,42.389999,0,0.0,hold,,,0.0,,,0,0.0
2005-03-28,9986482,7000031,False,False,,30.960711,0,0.0,hold,,,0.0,,,0,0.0,79.672684,37484,0.299,hold,,,0.0,,,0,0.0,42.540001,0,0.0,hold,,,0.0,,,0,0.0
2005-03-29,9966625,7000031,False,False,,30.713644,0,0.0,hold,,,0.0,,,0,0.0,79.142944,37484,0.2977,hold,,,0.0,,,0,0.0,42.560001,0,0.0,hold,,,0.0,,,0,0.0
2005-03-30,10008632,7000031,False,False,,31.292984,0,0.0,hold,,,0.0,,,0,0.0,80.263588,37484,0.3006,hold,,,0.0,,,0,0.0,42.610001,0,0.0,hold,,,0.0,,,0,0.0
2005-03-31,10003029,7000031,False,False,,31.156662,0,0.0,hold,,,0.0,,,0,0.0,80.114136,37484,0.3002,hold,,,0.0,,,0,0.0,42.82,0,0.0,hold,,,0.0,,,0,0.0
2005-04-01,9989537,7000031,True,False,,30.841429,0,0.0,hold,,,0.0,,,0,0.0,79.754189,37484,0.2993,hold,,,0.0,,,0,0.0,42.619999,0,0.0,hold,,,0.0,,,0,0.0
2005-04-04,9994629,7000031,False,False,,31.062937,0,0.0,hold,,,0.0,,,0,0.0,79.89003,37484,0.2996,hold,,,0.0,,,0,0.0,42.400002,0,0.0,hold,,,0.0,,,0,0.0
2005-04-05,10008884,7000031,False,False,,31.148163,0,0.0,hold,,,0.0,,,0,0.0,80.270332,37484,0.3006,hold,,,0.0,,,0,0.0,42.450001,0,0.0,hold,,,0.0,,,0,0.0
2005-04-06,10019323,7000031,False,False,,31.097036,0,0.0,hold,,,0.0,,,0,0.0,80.548805,37484,0.3013,hold,,,0.0,,,0,0.0,42.630001,0,0.0,hold,,,0.0,,,0,0.0
2005-04-07,10035616,7000031,False,False,,31.47188,0,0.0,hold,,,0.0,,,0,0.0,80.983482,37484,0.3025,hold,,,0.0,,,0,0.0,42.57,0,0.0,hold,,,0.0,,,0,0.0
2005-04-08,10004050,7000031,False,False,,31.216307,0,0.0,hold,,,0.0,,,0,0.0,80.141357,37484,0.3003,hold,,,0.0,,,0,0.0,42.689999,0,0.0,hold,,,0.0,,,0,0.0
2005-04-11,10006340,7000031,False,False,,31.079985,0,0.0,hold,,,0.0,,,0,0.0,80.202446,37484,0.3004,hold,,,0.0,,,0,0.0,42.779999,0,0.0,hold,,,0.0,,,0,0.0
2005-04-12,10021869,7000031,False,False,,31.233332,0,0.0,hold,,,0.0,,,0,0.0,80.616737,37484,0.3015,hold,,,0.0,,,0,0.0,42.84,0,0.0,hold,,,0.0,,,0,0.0
2005-04-13,9986227,7000031,False,False,,30.722157,0,0.0,hold,,,0.0,,,0,0.0,79.665886,37484,0.299,hold,,,0.0,,,0,0.0,42.900002,0,0.0,hold,,,0.0,,,0,0.0
2005-04-14,9947278,7000031,False,False,,30.287653,0,0.0,hold,,,0.0,,,0,0.0,78.626801,37484,0.2963,hold,,,0.0,,,0,0.0,42.310001,0,0.0,hold,,,0.0,,,0,0.0
2005-04-15,9906036,7000031,False,False,,29.597565,0,0.0,hold,,,0.0,,,0,0.0,77.526543,37484,0.2934,hold,,,0.0,,,0,0.0,42.400002,0,0.0,hold,,,0.0,,,0,0.0
2005-04-18,9914946,7000031,False,False,,29.606079,0,0.0,hold,,,0.0,,,0,0.0,77.764252,37484,0.294,hold,,,0.0,,,0,0.0,42.689999,0,0.0,hold,,,0.0,,,0,0.0
2005-04-19,9938112,7000031,False,False,,29.810528,0,0.0,hold,,,0.0,,,0,0.0,78.382278,37484,0.2956,hold,,,0.0,,,0,0.0,43.279999,0,0.0,hold,,,0.0,,,0,0.0
2005-04-20,9897126,7000031,False,False,,29.563473,0,0.0,hold,,,0.0,,,0,0.0,77.288841,37484,0.2927,hold,,,0.0,,,0,0.0,43.400002,0,0.0,hold,,,0.0,,,0,0.0
2005-04-21,9953387,7000031,False,False,,30.347282,0,0.0,hold,,,0.0,,,0,0.0,78.78978,37484,0.2967,hold,,,0.0,,,0,0.0,43.189999,0,0.0,hold,,,0.0,,,0,0.0
2005-04-22,9942188,7000031,False,False,,29.895735,0,0.0,hold,,,0.0,,,0,0.0,78.490997,37484,0.2959,hold,,,0.0,,,0,0.0,43.389999,0,0.0,hold,,,0.0,,,0,0.0
2005-04-25,9961535,7000031,False,False,,30.142811,0,0.0,hold,,,0.0,,,0,0.0,79.007133,37484,0.2973,hold,,,0.0,,,0,0.0,43.439999,0,0.0,hold,,,0.0,,,0,0.0
2005-04-26,9932767,7000031,False,False,,29.861647,0,0.0,hold,,,0.0,,,0,0.0,78.23967,37484,0.2953,hold,,,0.0,,,0,0.0,43.639999,0,0.0,hold,,,0.0,,,0,0.0
2005-04-27,9944222,7000031,False,False,,29.904266,0,0.0,hold,,,0.0,,,0,0.0,78.54528,37484,0.2961,hold,,,0.0,,,0,0.0,43.200001,0,0.0,hold,,,0.0,,,0,0.0
2005-04-28,9907309,7000031,False,False,,29.606079,0,0.0,hold,,,0.0,,,0,0.0,77.560493,37484,0.2934,hold,,,0.0,,,0,0.0,43.0,0,0.0,hold,,,0.0,,,0,0.0
2005-04-29,9946769,7000031,False,False,,29.802021,0,0.0,hold,,,0.0,,,0,0.0,78.61322,37484,0.2963,hold,,,0.0,,,0,0.0,43.349998,0,0.0,hold,,,0.0,,,0,0.0
2005-05-02,9963316,7000031,True,False,,29.921312,0,0.0,hold,,,0.0,,,0,0.0,79.054665,37484,0.2974,hold,,,0.0,,,0,0.0,42.880001,0,0.0,hold,,,0.0,,,0,0.0
2005-05-03,9968407,7000031,False,False,,30.074644,0,0.0,hold,,,0.0,,,0,0.0,79.190483,37484,0.2978,hold,,,0.0,,,0,0.0,42.759998,0,0.0,hold,,,0.0,,,0,0.0
2005-05-04,9991320,7000031,False,False,,30.44099,0,0.0,hold,,,0.0,,,0,0.0,79.801743,37484,0.2994,hold,,,0.0,,,0,0.0,42.900002,0,0.0,hold,,,0.0,,,0,0.0
2005-05-05,9990301,7000031,False,False,,30.466572,0,0.0,hold,,,0.0,,,0,0.0,79.774574,37484,0.2993,hold,,,0.0,,,0,0.0,42.91,0,0.0,hold,,,0.0,,,0,0.0
2005-05-06,9980881,7000031,False,False,,30.551773,0,0.0,hold,,,0.0,,,0,0.0,79.52327,37484,0.2987,hold,,,0.0,,,0,0.0,42.52,0,0.0,hold,,,0.0,,,0,0.0
2005-05-09,9999466,7000031,False,False,,30.696594,0,0.0,hold,,,0.0,,,0,0.0,80.019066,37484,0.3,hold,,,0.0,,,0,0.0,42.549999,0,0.0,hold,,,0.0,,,0,0.0
2005-05-10,9968407,7000031,False,False,,30.47509,0,0.0,hold,,,0.0,,,0,0.0,79.190483,37484,0.2978,hold,,,0.0,,,0,0.0,42.639999,0,0.0,hold,,,0.0,,,0,0.0
2005-05-11,9984700,7000031,False,False,,30.628445,0,0.0,hold,,,0.0,,,0,0.0,79.625153,37484,0.2989,hold,,,0.0,,,0,0.0,42.689999,0,0.0,hold,,,0.0,,,0,0.0
2005-05-12,9951860,7000031,False,False,,30.543247,0,0.0,hold,,,0.0,,,0,0.0,78.749031,37484,0.2966,hold,,,0.0,,,0,0.0,42.16,0,0.0,hold,,,0.0,,,0,0.0
2005-05-13,9946005,7000031,False,False,,30.875513,0,0.0,hold,,,0.0,,,0,0.0,78.592834,37484,0.2962,hold,,,0.0,,,0,0.0,41.950001,0,0.0,hold,,,0.0,,,0,0.0
2005-05-16,9973499,7000031,False,False,,31.079985,0,0.0,hold,,,0.0,,,0,0.0,79.326309,37484,0.2981,hold,,,0.0,,,0,0.0,41.880001,0,0.0,hold,,,0.0,,,0,0.0
2005-05-17,9993356,7000031,False,False,,31.267433,0,0.0,hold,,,0.0,,,0,0.0,79.856056,37484,0.2995,hold,,,0.0,,,0,0.0,41.860001,0,0.0,hold,,,0.0,,,0,0.0
2005-05-18,10024161,7000031,False,False,,31.693415,0,0.0,hold,,,0.0,,,0,0.0,80.677879,37484,0.3017,hold,,,0.0,,,0,0.0,42.049999,0,0.0,hold,,,0.0,,,0,0.0
2005-05-19,10036888,7000031,False,False,,31.957514,0,0.0,hold,,,0.0,,,0,0.0,81.01741,37484,0.3026,hold,,,0.0,,,0,0.0,41.98,0,0.0,hold,,,0.0,,,0,0.0
2005-05-20,10032561,7000031,False,False,,32.085323,0,0.0,hold,,,0.0,,,0,0.0,80.90197,37484,0.3023,hold,,,0.0,,,0,0.0,41.650002,0,0.0,hold,,,0.0,,,0,0.0
