Date,equity,active_tranches,avg_entry_price,ma250_equity,ma250_position,ma200_equity,ma200_position,ma150_equity,ma150_position,drawdown_pct
2003-10-03,15830452,3,23.58622301060358,5110084,176956,5321065,184262,5399294,186971,-25.92
2003-10-06,15946214,3,23.58622301060358,5147452,176956,5359975,184262,5438777,186971,-25.38
2003-10-07,16043447,3,23.58622301060358,5178839,176956,5392658,184262,5471941,186971,-24.92
2003-10-08,15941578,3,23.58622301060358,5145956,176956,5358417,184262,5437196,186971,-25.4
2003-10-09,16061960,3,23.58622301060358,5184815,176956,5398881,184262,5478255,186971,-24.84
2003-10-10,16210132,3,23.58622301060358,5232645,176956,5448686,184262,5528792,186971,-24.14
2003-10-13,16316619,3,23.58622301060358,5267019,176956,5484479,184262,5565111,186971,-23.64
2003-10-14,16358293,3,23.58622301060358,5280472,176956,5498487,184262,5579325,186971,-23.45
2003-10-15,16288843,3,23.58622301060358,5258053,176956,5475143,184262,5555638,186971,-23.77
2003-10-16,16418484,3,23.58622301060358,5299902,176956,5518719,184262,5599855,186971,-23.17
2003-10-17,16024924,3,23.58622301060358,5172860,176956,5386432,184262,5465623,186971,-25.01
2003-10-20,16224016,3,23.58622301060358,5237127,176956,5453353,184262,5533527,186971,-24.08
2003-10-21,16321250,3,23.58622301060358,5268514,176956,5486036,184262,5566691,186971,-23.62
2003-10-22,16006407,3,23.58622301060358,5166883,176956,5380208,184262,5459307,186971,-25.1
2003-10-23,15821196,3,23.58622301060358,5107096,176956,5317953,184262,5396137,186971,-25.96
2003-10-24,15835094,3,23.58622301060358,5111582,176956,5322625,184262,5400877,186971,-25.9
2003-10-27,15839727,3,23.58622301060358,5113078,176956,5324182,184262,5402458,186971,-25.88
2003-10-28,16372186,3,23.58622301060358,5284956,176956,5503157,184262,5584064,186971,-23.38
2003-10-29,16353668,3,23.58622301060358,5278979,176956,5496933,184262,5577748,186971,-23.47
2003-10-30,16386070,3,23.58622301060358,5289438,176956,5507824,184262,5588799,186971,-23.32
2003-10-31,16288843,3,23.58622301060358,5258053,176956,5475143,184262,5555638,186971,-23.77
2003-11-03,16557391,3,23.58622301060358,5344741,176956,5565409,184262,5647232,186971,-22.52
2003-11-04,16446268,3,23.58622301060358,5308870,176956,5528058,184262,5609331,186971,-23.04
2003-11-05,16594436,3,23.58622301060358,5356699,176956,5577861,184262,5659866,186971,-22.34
2003-11-06,16640730,3,23.58622301060358,5371643,176956,5593422,184262,5675656,186971,-22.13
2003-11-07,16497198,3,23.58622301060358,5325311,176956,5545177,184262,5626702,186971,-22.8
2003-11-10,16293473,3,23.58622301060358,5259548,176956,5476699,184262,5557217,186971,-23.75
2003-11-11,16233277,3,23.58622301060358,5240116,176956,5456466,184262,5536686,186971,-24.03
2003-11-12,16580542,3,23.58622301060358,5352214,176956,5573191,184262,5655128,186971,-22.41
2003-11-13,16562016,3,23.58622301060358,5346234,176956,5566964,184262,5648809,186971,-22.5
2003-11-14,16224016,3,23.58622301060358,5237127,176956,5453353,184262,5533527,186971,-24.08
2003-11-17,16057331,3,23.58622301060358,5183321,176956,5397325,184262,5476676,186971,-24.86
2003-11-18,15686926,3,23.58622301060358,5063754,176956,5272821,184262,5350342,186971,-26.59
2003-11-19,15839727,3,23.58622301060358,5113078,176956,5324182,184262,5402458,186971,-25.88
2003-11-20,15686926,3,23.58622301060358,5063754,176956,5272821,184262,5350342,186971,-26.59
2003-11-21,15848978,3,23.58622301060358,5116064,176956,5327292,184262,5405613,186971,-25.83
2003-11-24,16288843,3,23.58622301060358,5258053,176956,5475143,184262,5555638,186971,-23.77
2003-11-25,16288843,3,23.58622301060358,5258053,176956,5475143,184262,5555638,186971,-23.77
2003-11-26,16362921,3,23.58622301060358,5281965,176956,5500043,184262,5580904,186971,-23.43
2003-11-28,16381452,3,23.58622301060358,5287947,176956,5506271,184262,5587224,186971,-23.34
2003-12-01,16622210,3,23.58622301060358,5365664,176956,5587197,184262,5669339,186971,-22.21
2003-12-02,16529612,3,23.58622301060358,5335774,176956,5556072,184262,5637757,186971,-22.65
2003-12-03,16321250,3,23.58622301060358,5268514,176956,5486036,184262,5566691,186971,-23.62
2003-12-04,16497198,3,23.58622301060358,5325311,176956,5545177,184262,5626702,186971,-22.8
2003-12-05,16224016,3,23.58622301060358,5237127,176956,5453353,184262,5533527,186971,-24.08
2003-12-08,16316619,3,23.58622301060358,5267019,176956,5484479,184262,5565111,186971,-23.64
2003-12-09,15941578,3,23.58622301060358,5145956,176956,5358417,184262,5437196,186971,-25.4
2003-12-10,16001774,3,23.58622301060358,5165387,176956,5378651,184262,5457727,186971,-25.12
2003-12-11,16344401,3,23.58622301060358,5275987,176956,5493818,184262,5574587,186971,-23.51
2003-12-12,16316619,3,23.58622301060358,5267019,176956,5484479,184262,5565111,186971,-23.64
2003-12-15,16103635,3,23.58622301060358,5198268,176956,5412889,184262,5492469,186971,-24.64
2003-12-16,16136051,3,23.58622301060358,5208732,176956,5423785,184262,5503525,186971,-24.49
2003-12-17,16163834,3,23.58622301060358,5217700,176956,5433124,184262,5513001,186971,-24.36
2003-12-18,16464783,3,23.58622301060358,5314847,176956,5534281,184262,5615646,186971,-22.95
2003-12-19,16418484,3,23.58622301060358,5299902,176956,5518719,184262,5599855,186971,-23.17
2003-12-22,16469417,3,23.58622301060358,5316343,176956,5535839,184262,5617226,186971,-22.93
2003-12-23,16594436,3,23.58622301060358,5356699,176956,5577861,184262,5659866,186971,-22.34
2003-12-24,16628708,3,23.58622301060358,5367762,176956,5589381,184262,5671556,186971,-22.18
2003-12-26,16605550,3,23.58622301060358,5360286,176956,5581597,184262,5663657,186971,-22.29
2003-12-29,16878838,3,23.58622301060358,5448504,176956,5673457,184262,5756868,186971,-21.01
2003-12-30,16934414,3,23.58622301060358,5466444,176956,5692138,184262,5775823,186971,-20.75
2003-12-31,16888102,3,23.58622301060358,5451494,176956,5676571,184262,5760027,186971,-20.97
2004-01-02,16841778,3,23.58622301060358,5436541,176956,5661000,184262,5744228,186971,-21.19
2004-01-05,17179911,3,23.58622301060358,5545691,176956,5774656,184262,5859555,186971,-19.6
2004-01-06,17295708,3,23.58622301060358,5583070,176956,5813579,184262,5899050,186971,-19.06
2004-01-07,17453199,3,23.58622301060358,5633908,176956,5866516,184262,5952765,186971,-18.33
2004-01-08,17592153,3,23.58622301060358,5678763,176956,5913223,184262,6000158,186971,-17.68
2004-01-09,17476360,3,23.58622301060358,5641385,176956,5874301,184262,5960665,186971,-18.22
2004-01-12,17754274,3,23.58622301060358,5731096,176956,5967716,184262,6055453,186971,-16.92
2004-01-13,17578257,3,23.58622301060358,5674277,176956,5908552,184262,5995419,186971,-17.74
2004-01-14,17638471,3,23.58622301060358,5693714,176956,5928791,184262,6015956,186971,-17.46
2004-01-15,17684795,3,23.58622301060358,5708668,176956,5944362,184262,6031756,186971,-17.24
2004-01-16,17865430,3,23.58622301060358,5766977,176956,6005079,184262,6093365,186971,-16.4
2004-01-20,17851545,3,23.58622301060358,5762495,176956,6000412,184262,6088629,186971,-16.46
2004-01-21,17777440,3,23.58622301060358,5738574,176956,5975503,184262,6063354,186971,-16.81
2004-01-22,17670898,3,23.58622301060358,5704182,176956,5939691,184262,6027016,186971,-17.31
2004-01-23,17606060,3,23.58622301060358,5683252,176956,5917897,184262,6004901,186971,-17.61
2004-01-26,17874711,3,23.58622301060358,5769973,176956,6008198,184262,6096530,186971,-16.35
2004-01-27,17480988,3,23.58622301060358,5642879,176956,5875857,184262,5962243,186971,-18.2
2004-01-28,17184535,3,23.58622301060358,5547184,176956,5776211,184262,5861132,186971,-19.58
2004-01-29,17249390,3,23.58622301060358,5568119,176956,5798010,184262,5883252,186971,-19.28
2004-01-30,17170647,3,23.58622301060358,5542701,176956,5771543,184262,5856395,186971,-19.65
2004-02-02,17124318,3,23.58622301060358,5527745,176956,5755970,184262,5840594,186971,-19.86
2004-02-03,17105791,3,23.58622301060358,5521765,176956,5749742,184262,5834274,186971,-19.95
2004-02-04,16827884,3,23.58622301060358,5432056,176956,5656330,184262,5739489,186971,-21.25
2004-02-05,16892729,3,23.58622301060358,5452988,176956,5678126,184262,5761606,186971,-20.95
2004-02-06,17198432,3,23.58622301060358,5551669,176956,5780882,184262,5865872,186971,-19.52
2004-02-09,17193802,3,23.58622301060358,5550175,176956,5779325,184262,5864293,186971,-19.54
2004-02-10,17221597,3,23.58622301060358,5559147,176956,5788668,184262,5873773,186971,-19.41
2004-02-11,17406871,3,23.58622301060358,5618954,176956,5850944,184262,5936964,186971,-18.54
2004-02-12,17254020,3,23.58622301060358,5569613,176956,5799566,184262,5884831,186971,-19.26
2004-02-13,17110421,3,23.58622301060358,5523259,176956,5751299,184262,5835854,186971,-19.93
2004-02-17,17342025,3,23.58622301060358,5598021,176956,5829147,184262,5914847,186971,-18.85
2004-02-18,17392980,3,23.58622301060358,5614470,176956,5846275,184262,5932226,186971,-18.61
2004-02-19,17128946,3,23.58622301060358,5529239,176956,5757526,184262,5842172,186971,-19.84
2004-02-20,17073370,3,23.58622301060358,5511299,176956,5738845,184262,5823217,186971,-20.1
2004-02-23,16883469,3,23.58622301060358,5449999,176956,5675014,184262,5758447,186971,-20.99
2004-02-24,16841778,3,23.58622301060358,5436541,176956,5661000,184262,5744228,186971,-21.19
2004-02-25,16943683,3,23.58622301060358,5469436,176956,5695253,184262,5778984,186971,-20.71
2004-02-26,16985369,3,23.58622301060358,5482893,176956,5709265,184262,5793202,186971,-20.52
2004-02-27,16939046,3,23.58622301060358,5467939,176956,5693695,184262,5777403,186971,-20.73
2004-03-01,17161388,3,23.58622301060358,5539712,176956,5768430,184262,5853237,186971,-19.69
2004-03-02,16962210,3,23.58622301060358,5475417,176956,5701481,184262,5785303,186971,-20.62
2004-03-03,16869567,3,23.58622301060358,5445511,176956,5670341,184262,5753706,186971,-21.06
2004-03-04,17027061,3,23.58622301060358,5496351,176956,5723279,184262,5807422,186971,-20.32
2004-03-05,16966830,3,23.58622301060358,5476908,176956,5703034,184262,5786879,186971,-20.6
2004-03-08,16568494,3,23.58622301060358,5348325,176956,5569142,184262,5651018,186971,-22.47
2004-03-09,16517544,3,23.58622301060358,5331878,176956,5552016,184262,5633641,186971,-22.7
2004-03-10,16299836,3,23.58622301060358,5261602,176956,5478838,184262,5559387,186971,-23.72
2004-03-11,16151615,3,23.58622301060358,5213756,176956,5429017,184262,5508834,186971,-24.42
2004-03-12,16448072,3,23.58622301060358,5309453,176956,5528664,184262,5609946,186971,-23.03
2004-03-15,16160885,3,23.58622301060358,5216748,176956,5432133,184262,5511995,186971,-24.37
2004-03-16,16188676,3,23.58622301060358,5225719,176956,5441474,184262,5521474,186971,-24.24
2004-03-17,16443424,3,23.58622301060358,5307952,176956,5527102,184262,5608361,186971,-23.05
2004-03-18,16369318,3,23.58622301060358,5284031,176956,5502193,184262,5583086,186971,-23.4
2004-03-19,16096046,3,23.58622301060358,5195818,176956,5410338,184262,5489881,186971,-24.68
2004-03-22,15892234,3,23.58622301060358,5130027,176956,5341831,184262,5420366,186971,-25.63
