Date,equity,cash,is_month_start,rebalanced,rebalance_reason,tqqq_close,tqqq_shares,tqqq_weight,tqqq_signal_today,tqqq_pending_intent,tqqq_pending_reason,tqqq_pending_delta,tqqq_executed_intent,tqqq_exec_side,tqqq_exec_shares,tqqq_exec_price
2004-12-31,10000000,10000000,False,False,,0.581939,0,0.0,hold,,,0.0,,,0,0.0
2005-01-03,10000000,10000000,True,False,,0.563419,0,0.0,hold,,,0.0,,,0,0.0
2005-01-04,10000000,10000000,False,False,,0.532462,0,0.0,hold,,,0.0,,,0,0.0
2005-01-05,10000000,10000000,False,False,,0.522438,0,0.0,hold,,,0.0,,,0,0.0
2005-01-06,10000000,10000000,False,False,,0.514575,0,0.0,hold,,,0.0,,,0,0.0
2005-01-07,10000000,10000000,False,False,,0.522493,0,0.0,hold,,,0.0,,,0,0.0
2005-01-10,10000000,10000000,False,False,,0.521543,0,0.0,hold,,,0.0,,,0,0.0
2005-01-11,10000000,10000000,False,False,,0.510445,0,0.0,hold,,,0.0,,,0,0.0
2005-01-12,10000000,10000000,False,False,,0.523119,0,0.0,hold,,,0.0,,,0,0.0
2005-01-13,10000000,10000000,False,False,,0.502238,0,0.0,hold,,,0.0,,,0,0.0
2005-01-14,10000000,10000000,False,False,,0.516355,0,0.0,hold,,,0.0,,,0,0.0
2005-01-18,10000000,10000000,False,False,,0.527911,0,0.0,hold,,,0.0,,,0,0.0
2005-01-19,10000000,10000000,False,False,,0.501595,0,0.0,hold,,,0.0,,,0,0.0
2005-01-20,10000000,10000000,False,False,,0.472619,0,0.0,hold,,,0.0,,,0,0.0
2005-01-21,10000000,10000000,False,False,,0.461107,0,0.0,hold,,,0.0,,,0,0.0
2005-01-24,10000000,10000000,False,False,,0.441572,0,0.0,hold,,,0.0,,,0,0.0
2005-01-25,10000000,10000000,False,False,,0.447984,0,0.0,hold,,,0.0,,,0,0.0
2005-01-26,10000000,10000000,False,False,,0.463977,0,0.0,hold,,,0.0,,,0,0.0
2005-01-27,10000000,10000000,False,False,,0.461982,0,0.0,hold,,,0.0,,,0,0.0
2005-01-28,10000000,10000000,False,False,,0.455139,0,0.0,hold,,,0.0,,,0,0.0
2005-01-31,10000000,10000000,False,False,,0.472772,0,0.0,hold,,,0.0,,,0,0.0
2005-02-01,10000000,10000000,True,False,,0.477189,0,0.0,hold,,,0.0,,,0,0.0
2005-02-02,10000000,10000000,False,False,,0.479344,0,0.0,hold,,,0.0,,,0,0.0
2005-02-03,10000000,10000000,False,False,,0.462756,0,0.0,hold,,,0.0,,,0,0.0
2005-02-04,10000000,10000000,False,False,,0.485048,0,0.0,hold,,,0.0,,,0,0.0
2005-02-07,10000000,10000000,False,False,,0.481828,0,0.0,hold,,,0.0,,,0,0.0
2005-02-08,10000000,10000000,False,False,,0.484378,0,0.0,hold,,,0.0,,,0,0.0
2005-02-09,10000000,10000000,False,False,,0.459985,0,0.0,hold,,,0.0,,,0,0.0
2005-02-10,10000000,10000000,False,False,,0.461343,0,0.0,hold,,,0.0,,,0,0.0
2005-02-11,10000000,10000000,False,False,,0.481704,0,0.0,hold,,,0.0,,,0,0.0
2005-02-14,10000000,10000000,False,False,,0.488085,0,0.0,hold,,,0.0,,,0,0.0
2005-02-15,10000000,10000000,False,False,,0.497613,0,0.0,hold,,,0.0,,,0,0.0
2005-02-16,10000000,10000000,False,False,,0.491992,0,0.0,hold,,,0.0,,,0,0.0
2005-02-17,10000000,10000000,False,False,,0.472033,0,0.0,hold,,,0.0,,,0,0.0
2005-02-18,10000000,10000000,False,False,,0.467367,0,0.0,hold,,,0.0,,,0,0.0
2005-02-22,10000000,10000000,False,False,,0.449967,0,0.0,hold,,,0.0,,,0,0.0
2005-02-23,10000000,10000000,False,False,,0.451669,0,0.0,hold,,,0.0,,,0,0.0
2005-02-24,10000000,10000000,False,False,,0.468784,0,0.0,hold,,,0.0,,,0,0.0
2005-02-25,10000000,10000000,False,False,,0.476547,0,0.0,hold,,,0.0,,,0,0.0
2005-02-28,10000000,10000000,False,False,,0.461212,0,0.0,hold,,,0.0,,,0,0.0
2005-03-01,10000000,10000000,True,False,,0.476317,0,0.0,hold,,,0.0,,,0,0.0
2005-03-02,10000000,10000000,False,False,,0.475417,0,0.0,hold,,,0.0,,,0,0.0
2005-03-03,10000000,10000000,False,False,,0.463523,0,0.0,hold,,,0.0,,,0,0.0
2005-03-04,10000000,10000000,False,False,,0.471589,0,0.0,hold,,,0.0,,,0,0.0
2005-03-07,10000000,10000000,False,False,,0.491812,0,0.0,hold,,,0.0,,,0,0.0
2005-03-08,10000000,10000000,False,False,,0.476937,0,0.0,hold,,,0.0,,,0,0.0
2005-03-09,10000000,10000000,False,False,,0.47262,0,0.0,hold,,,0.0,,,0,0.0
2005-03-10,10000000,10000000,False,False,,0.470594,0,0.0,hold,,,0.0,,,0,0.0
2005-03-11,10000000,10000000,False,False,,0.457286,0,0.0,hold,,,0.0,,,0,0.0
2005-03-14,10000000,10000000,False,False,,0.463427,0,0.0,hold,,,0.0,,,0,0.0
2005-03-15,10000000,10000000,False,False,,0.452122,0,0.0,hold,,,0.0,,,0,0.0
2005-03-16,10000000,10000000,False,False,,0.436609,0,0.0,hold,,,0.0,,,0,0.0
2005-03-17,10000000,10000000,False,False,,0.439699,0,0.0,hold,,,0.0,,,0,0.0
2005-03-18,10000000,10000000,False,False,,0.432384,0,0.0,hold,,,0.0,,,0,0.0
2005-03-21,10000000,10000000,False,False,,0.434744,0,0.0,hold,,,0.0,,,0,0.0
2005-03-22,10000000,10000000,False,False,,0.418572,0,0.0,hold,,,0.0,,,0,0.0
2005-03-23,10000000,10000000,False,False,,0.422967,0,0.0,hold,,,0.0,,,0,0.0
2005-03-24,10000000,10000000,False,False,,0.423194,0,0.0,hold,,,0.0,,,0,0.0
2005-03-28,10000000,10000000,False,False,,0.42552,0,0.0,hold,,,0.0,,,0,0.0
2005-03-29,10000000,10000000,False,False,,0.415207,0,0.0,hold,,,0.0,,,0,0.0
2005-03-30,10000000,10000000,False,False,,0.438581,0,0.0,hold,,,0.0,,,0,0.0
2005-03-31,10000000,10000000,False,False,,0.432721,0,0.0,hold,,,0.0,,,0,0.0
2005-04-01,10000000,10000000,True,False,,0.419453,0,0.0,hold,,,0.0,,,0,0.0
2005-04-04,10000000,10000000,False,False,,0.428362,0,0.0,hold,,,0.0,,,0,0.0
2005-04-05,10000000,10000000,False,False,,0.431754,0,0.0,hold,,,0.0,,,0,0.0
2005-04-06,10000000,10000000,False,False,,0.429495,0,0.0,hold,,,0.0,,,0,0.0
2005-04-07,10000000,10000000,False,False,,0.444894,0,0.0,hold,,,0.0,,,0,0.0
2005-04-08,10000000,10000000,False,False,,0.433917,0,0.0,hold,,,0.0,,,0,0.0
2005-04-11,10000000,10000000,False,False,,0.428099,0,0.0,hold,,,0.0,,,0,0.0
2005-04-12,10000000,10000000,False,False,,0.434304,0,0.0,hold,,,0.0,,,0,0.0
2005-04-13,10000000,10000000,False,False,,0.412845,0,0.0,hold,,,0.0,,,0,0.0
2005-04-14,10000000,10000000,False,False,,0.395201,0,0.0,hold,,,0.0,,,0,0.0
2005-04-15,10000000,10000000,False,False,,0.368066,0,0.0,hold,,,0.0,,,0,0.0
2005-04-18,10000000,10000000,False,False,,0.36827,0,0.0,hold,,,0.0,,,0,0.0
2005-04-19,10000000,10000000,False,False,,0.375786,0,0.0,hold,,,0.0,,,0,0.0
2005-04-20,10000000,10000000,False,False,,0.366326,0,0.0,hold,,,0.0,,,0,0.0
2005-04-21,10000000,10000000,False,False,,0.39535,0,0.0,hold,,,0.0,,,0,0.0
2005-04-22,10000000,10000000,False,False,,0.37758,0,0.0,hold,,,0.0,,,0,0.0
2005-04-25,10000000,10000000,False,False,,0.386826,0,0.0,hold,,,0.0,,,0,0.0
2005-04-26,10000000,10000000,False,False,,0.375882,0,0.0,hold,,,0.0,,,0,0.0
2005-04-27,10000000,10000000,False,False,,0.377374,0,0.0,hold,,,0.0,,,0,0.0
2005-04-28,10000000,10000000,False,False,,0.36597,0,0.0,hold,,,0.0,,,0,0.0
2005-04-29,10000000,10000000,False,False,,0.373122,0,0.0,hold,,,0.0,,,0,0.0
2005-05-02,10000000,10000000,True,False,,0.377479,0,0.0,hold,,,0.0,,,0,0.0
2005-05-03,10000000,10000000,False,False,,0.383159,0,0.0,hold,,,0.0,,,0,0.0
2005-05-04,10000000,10000000,False,False,,0.397035,0,0.0,hold,,,0.0,,,0,0.0
2005-05-05,10000000,10000000,False,False,,0.397904,0,0.0,hold,,,0.0,,,0,0.0
2005-05-06,10000000,10000000,False,False,,0.401111,0,0.0,hold,,,0.0,,,0,0.0
2005-05-09,10000000,10000000,False,False,,0.406683,0,0.0,hold,,,0.0,,,0,0.0
2005-05-10,10000000,10000000,False,False,,0.397745,0,0.0,hold,,,0.0,,,0,0.0
2005-05-11,10000000,10000000,False,False,,0.403619,0,0.0,hold,,,0.0,,,0,0.0
2005-05-12,10000000,10000000,False,False,,0.400117,0,0.0,hold,,,0.0,,,0,0.0
2005-05-13,10000000,10000000,False,False,,0.413044,0,0.0,hold,,,0.0,,,0,0.0
2005-05-16,10000000,10000000,False,False,,0.421114,0,0.0,hold,,,0.0,,,0,0.0
2005-05-17,10000000,10000000,False,False,,0.428593,0,0.0,hold,,,0.0,,,0,0.0
2005-05-18,10000000,10000000,False,False,,0.44597,0,0.0,hold,,,0.0,,,0,0.0
2005-05-19,10000000,10000000,False,False,,0.456973,0,0.0,hold,,,0.0,,,0,0.0
2005-05-20,10000000,10000000,False,False,,0.462304,0,0.0,hold,,,0.0,,,0,0.0
2005-05-23,10000000,10000000,False,False,,0.469149,0,0.0,hold,,,0.0,,,0,0.0
2005-05-24,10000000,10000000,False,False,,0.473456,0,0.0,hold,,,0.0,,,0,0.0
2005-05-25,10000000,10000000,False,False,,0.467314,0,0.0,buy,ENTER_TO_TARGET,signal_buy+rebalance,10000000.0,,,0,0.0
2005-05-26,10130750,0,False,False,,0.48125,21050909,1.0,hold,,,0.0,ENTER_TO_TARGET,buy,21050909,0.473618
2005-05-27,10143339,0,False,False,,0.481848,21050909,1.0,hold,,,0.0,,,0,0.0
2005-05-31,10036463,0,False,False,,0.476771,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-01,10278233,0,True,False,,0.488256,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-02,10491668,0,False,False,,0.498395,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-03,10032232,0,False,False,,0.47657,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-06,10036800,0,False,False,,0.476787,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-07,9780632,0,False,False,,0.464618,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-08,9715247,0,False,False,,0.461512,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-09,9897506,0,False,False,,0.47017,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-10,9581237,0,False,False,,0.455146,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-13,9715816,0,False,False,,0.461539,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-14,9596689,0,False,False,,0.45588,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-15,9685439,0,False,False,,0.460096,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-16,9836332,0,False,False,,0.467264,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-17,9836964,0,False,False,,0.467294,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-20,9833680,0,False,False,,0.467138,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-21,9814797,0,False,False,,0.466241,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-22,9780421,0,False,False,,0.464608,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-23,9451227,0,False,False,,0.44897,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-24,9129569,0,False,False,,0.43369,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-27,9000590,0,False,False,,0.427563,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-28,9254422,0,False,False,,0.439621,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-29,9191543,0,False,False,,0.436634,21050909,1.0,hold,,,0.0,,,0,0.0
2005-06-30,8972761,0,False,False,,0.426241,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-01,8932975,0,True,False,,0.424351,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-05,9207036,0,False,False,,0.43737,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-06,9069784,0,False,False,,0.43085,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-07,9162366,0,False,False,,0.435248,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-08,9685692,0,False,False,,0.460108,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-11,9951481,0,False,False,,0.472734,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-12,10088922,0,False,False,,0.479263,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-13,10156474,0,False,False,,0.482472,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-14,10454471,0,False,False,,0.496628,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-15,10547811,0,False,False,,0.501062,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-18,10413885,0,False,False,,0.4947,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-19,10773161,0,False,False,,0.511767,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-20,11000300,0,False,False,,0.522557,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-21,11004763,0,False,False,,0.522769,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-22,10959019,0,False,False,,0.520596,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-25,10830019,0,False,False,,0.514468,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-26,10950262,0,False,False,,0.52018,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-27,11196389,0,False,False,,0.531872,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-28,11353071,0,False,False,,0.539315,21050909,1.0,hold,,,0.0,,,0,0.0
2005-07-29,11067389,0,False,False,,0.525744,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-01,11121911,0,True,False,,0.528334,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-02,11479566,0,False,False,,0.545324,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-03,11457989,0,False,False,,0.544299,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-04,11118985,0,False,False,,0.528195,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-05,10955020,0,False,False,,0.520406,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-08,10709419,0,False,False,,0.508739,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-09,10918517,0,False,False,,0.518672,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-10,10632057,0,False,False,,0.505064,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-11,10888983,0,False,False,,0.517269,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-12,10702577,0,False,False,,0.508414,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-15,10895046,0,False,False,,0.517557,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-16,10360647,0,False,False,,0.492171,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-17,10540906,0,False,False,,0.500734,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-18,10374899,0,False,False,,0.492848,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-19,10354921,0,False,False,,0.491899,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-22,10366984,0,False,False,,0.492472,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-23,10274970,0,False,False,,0.488101,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-24,10087996,0,False,False,,0.479219,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-25,10154938,0,False,False,,0.482399,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-26,10048420,0,False,False,,0.477339,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-29,10279728,0,False,False,,0.488327,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-30,10164453,0,False,False,,0.482851,21050909,1.0,hold,,,0.0,,,0,0.0
2005-08-31,10444830,0,False,False,,0.49617,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-01,10392497,0,True,False,,0.493684,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-02,10268255,0,False,False,,0.487782,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-06,10717102,0,False,False,,0.509104,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-07,10770108,0,False,False,,0.511622,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-08,10757709,0,False,False,,0.511033,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-09,10933674,0,False,False,,0.519392,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-12,11020446,0,False,False,,0.523514,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-13,10932895,0,False,False,,0.519355,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-14,10556189,0,False,False,,0.50146,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-15,10535854,0,False,False,,0.500494,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-16,10725459,0,False,False,,0.509501,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-19,10468091,0,False,False,,0.497275,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-20,10335428,0,False,False,,0.490973,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-21,9988888,0,False,False,,0.474511,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-22,10093953,0,False,False,,0.479502,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-23,10176178,0,False,False,,0.483408,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-26,10180051,0,False,False,,0.483592,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-27,10105152,0,False,False,,0.480034,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-28,10109026,0,False,False,,0.480218,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-29,10512761,0,False,False,,0.499397,21050909,1.0,hold,,,0.0,,,0,0.0
2005-09-30,10717818,0,False,False,,0.509138,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-03,10794885,0,True,False,,0.512799,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-04,10577640,0,False,False,,0.502479,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-05,10137276,0,False,False,,0.48156,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-06,9732993,0,False,False,,0.462355,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-07,9797704,0,False,False,,0.465429,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-10,9632686,0,False,False,,0.45759,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-11,9484761,0,False,False,,0.450563,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-12,9143378,0,False,False,,0.434346,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-13,9351825,0,False,False,,0.444248,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-14,9555913,0,False,False,,0.453943,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-17,9642390,0,False,False,,0.458051,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-18,9433881,0,False,False,,0.448146,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-19,9997393,0,False,False,,0.474915,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-20,9714069,0,False,False,,0.461456,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-21,9892686,0,False,False,,0.469941,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-24,10358226,0,False,False,,0.492056,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-25,10234973,0,False,False,,0.486201,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-26,10073365,0,False,False,,0.478524,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-27,9461858,0,False,False,,0.449475,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-28,9674451,0,False,False,,0.459574,21050909,1.0,hold,,,0.0,,,0,0.0
2005-10-31,10087049,0,False,False,,0.479174,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-01,10059325,0,True,False,,0.477857,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-02,10451229,0,False,False,,0.496474,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-03,10916833,0,False,False,,0.518592,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-04,11026909,0,False,False,,0.523821,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-07,11063390,0,False,False,,0.525554,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-08,11066863,0,False,False,,0.525719,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-09,11078610,0,False,False,,0.526277,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-10,11437949,0,False,False,,0.543347,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-11,11525962,0,False,False,,0.547528,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-14,11520973,0,False,False,,0.547291,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-15,11354671,0,False,False,,0.539391,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-16,11559939,0,False,False,,0.549142,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-17,12014259,0,False,False,,0.570724,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-18,12131218,0,False,False,,0.57628,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-21,12213759,0,False,False,,0.580201,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-22,12340738,0,False,False,,0.586233,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-23,12424184,0,False,False,,0.590197,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-25,12499062,0,False,False,,0.593754,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-28,12180351,0,False,False,,0.578614,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-29,11999145,0,False,False,,0.570006,21050909,1.0,hold,,,0.0,,,0,0.0
2005-11-30,11906858,0,False,False,,0.565622,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-01,12568467,0,True,False,,0.597051,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-02,12652544,0,False,False,,0.601045,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-05,12367430,0,False,False,,0.587501,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-06,12486115,0,False,False,,0.593139,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-07,12409048,0,False,False,,0.589478,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-08,12136649,0,False,False,,0.576538,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-09,12271375,0,False,False,,0.582938,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-12,12398186,0,False,False,,0.588962,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-13,12543627,0,False,False,,0.595871,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-14,12412669,0,False,False,,0.58965,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-15,12469296,0,False,False,,0.59234,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-16,12205465,0,False,False,,0.579807,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-19,11618734,0,False,False,,0.551935,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-20,11639090,0,False,False,,0.552902,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-21,11787331,0,False,False,,0.559944,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-22,12014133,0,False,False,,0.570718,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-23,12008723,0,False,False,,0.570461,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-27,11690054,0,False,False,,0.555323,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-28,11642058,0,False,False,,0.553043,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-29,11406751,0,False,False,,0.541865,21050909,1.0,hold,,,0.0,,,0,0.0
2005-12-30,11141089,0,False,False,,0.529245,21050909,1.0,hold,,,0.0,,,0,0.0
2006-01-03,11880312,0,True,False,,0.564361,21050909,1.0,hold,,,0.0,,,0,0.0
2006-01-04,12245798,0,False,False,,0.581723,21050909,1.0,hold,,,0.0,,,0,0.0
2006-01-05,12398523,0,False,False,,0.588978,21050909,1.0,hold,,,0.0,,,0,0.0
